,Time,Elapsed Time,Mass Flow,MFM Temperature,Inlet Temperature,Midpoint Temperature,Outlet Temperature,Heater Temperature,Supply Pressure,Inlet Pressure,Midpoint Pressure,Outlet Pressure,Valve Position,Heater Power,Heater Current,Desired T_exit
90,1644868890.73097,15.156557083129883,-0.04,23.92,24.0,32.0,51.0,142.25,-44.3847656,6.3476562,5.5664062,5.7617187,3.689433012431174e-08,200.0,0.0,[45.0]
91,1644868890.906935,15.263823986053467,-0.02,23.92,24.75,33.75,51.75,145.0,-44.140625,6.3476562,5.46875,5.7617187,3.1360180605664975e-08,200.0,-0.03,[45.0]
92,1644868891.0726984,15.49828577041626,-0.04,23.93,21.25,33.25,50.5,143.0,-44.3847656,6.3476562,5.5664062,5.7617187,2.2657730487592945e-08,200.0,0.11,[45.0]
93,1644868891.2438407,15.61066484451294,-0.04,23.86,22.0,32.5,52.25,144.25,-44.140625,6.3476562,5.5664062,5.7617187,1.9259070914454004e-08,200.0,0.05,[45.0]
94,1644868891.4231486,15.848732709884644,-0.04,23.92,21.5,32.25,52.25,143.25,-44.140625,6.3476562,5.5664062,5.7617187,1.391467873569302e-08,200.0,0.16,[45.0]
95,1644868891.5768425,15.952552080154419,-0.04,23.92,22.25,31.0,49.25,142.0,-44.3847656,6.3476562,5.5664062,5.7617187,1.1827476925339067e-08,200.0,0.0,[45.0]
96,1644868891.7486866,16.17427372932434,-0.02,23.86,21.5,33.75,49.0,143.5,-44.140625,6.3476562,5.5664062,5.7617187,8.545352078557476e-09,200.0,0.0,[45.0]
97,1644868891.9088411,16.28103494644165,-0.04,23.87,22.75,28.75,48.0,143.75,-44.140625,6.3476562,5.5664062,5.7617187,7.263549266773855e-09,200.0,0.0,[45.0]
98,1644868892.0767689,16.502357482910156,-0.03,23.88,20.75,30.25,49.25,144.75,-44.140625,6.3476562,5.5664062,5.7617187,5.24791434524411e-09,200.0,0.03,[45.0]
99,1644868892.2588131,16.61273694038391,-0.04,23.8,22.25,31.25,50.0,143.25,-44.140625,6.3476562,5.46875,5.7617187,4.460727193457494e-09,200.0,0.0,[45.0]
100,1644868892.4248796,16.850468397140503,-0.04,23.88,23.0,31.0,50.0,144.25,-44.140625,6.4453125,5.5664062,5.7617187,3.2228753972730388e-09,200.0,0.16,[45.0]
101,1644868892.5976584,16.969866037368774,-0.03,23.89,22.75,31.25,52.0,145.5,-44.3847656,6.3476562,5.5664062,5.6640625,2.7394440876820828e-09,200.0,0.0,[45.0]
102,1644868892.778893,17.190762042999268,-0.04,23.86,23.25,31.75,52.0,145.0,-44.140625,6.3476562,5.5664062,5.7617187,1.9792483533503045e-09,200.0,0.0,[45.0]
